,image_name,word_bboxes,pred_words,align_text
0,Image-2.jpg,"{'1.0066351': array([[442., 248.],
       [716., 248.],
       [716., 340.],
       [442., 340.]], dtype=float32), '1.0053504': array([[ 60.86602, 248.55487],
       [275.8565 , 254.87811],
       [273.24805, 343.5661 ],
       [ 58.25756, 337.24286]], dtype=float32), '1.0022869': array([[729.30304, 256.15295],
       [949.77704, 253.49666],
       [950.8084 , 339.0987 ],
       [730.3344 , 341.755  ]], dtype=float32), '0.9959932': array([[305.2    , 254.40002],
       [420.63397, 259.41888],
       [417.0415 , 342.0453 ],
       [301.60754, 337.02643]], dtype=float32), '1.000332': array([[ 966.25055,  266.52206],
       [1099.4296 ,  262.605  ],
       [1101.6318 ,  337.4814 ],
       [ 968.45276,  341.39847]], dtype=float32), '1.0009682': array([[531.4346 , 362.39432],
       [744.3539 , 369.73636],
       [740.94775, 468.51547],
       [528.02844, 461.17343]], dtype=float32), '1.0117579': array([[794.9131 , 370.2589 ],
       [989.4442 , 367.31146],
       [990.9049 , 463.71356],
       [796.3738 , 466.661  ]], dtype=float32), '0.99987537': array([[ 56.68016, 369.55002],
       [391.51685, 394.17038],
       [384.3045 , 492.25772],
       [ 49.46785, 467.63736]], dtype=float32), '0.987372': array([[740., 374.],
       [786., 374.],
       [786., 460.],
       [740., 460.]], dtype=float32), '0.991503': array([[400.4066 , 371.51163],
       [508.77493, 379.5389 ],
       [502.31924, 466.69034],
       [393.9509 , 458.66306]], dtype=float32), '0.9935111': array([[1020.,  390.],
       [1174.,  390.],
       [1174.,  466.],
       [1020.,  466.]], dtype=float32)}",Unknown,Unknown
